Character_A,Character_B,Weight,Pages(centers),Pairs(pa:pb)
"رانی سروپ دئی","رانی لاچھو دئی",6,"8 9 52 53 54","7:9 8:9 9:9 52:53 54:53 54:55"
"رانی سروپ دئی","رانی لاڈا",3,"8 9","7:9 8:9 9:9"
"رانی سروپ دئی","رانی نورنگ دئی",3,"8 9","7:10 8:10 9:10"
"رانی سروپ دئی","رانی پارتی",3,"8 9","7:9 8:9 9:9"
"رانی سروپ دئی","رانی پرماجی",1,"6","7:6"
"رانی سروپ دئی","رانی ہیر اوئی",3,"8 9","7:9 8:9 9:9"
"رانی سروپ دئی","راول جیسا میر",11,"4 5 6 9 10 19 22 43","7:2 7:3 7:4 7:5 7:6 7:11 8:11 9:11 22:17 22:23 42:45"
"رانی سروپ دئی","راگھو جی جوتشی",6,"5 6 10 11 19","7:4 7:5 7:6 8:13 9:13 22:17"
"رانی سروپ دئی","شیر شاہ سوری",5,"21 22 41 50 51","22:21 22:22 42:40 52:49 52:51"
"رانی سروپ دئی","مار رام",11,"7 10 21 41 42 52 53 54","7:7 8:7 8:12 9:12 22:21 42:41 42:42 52:52 54:52 54:53 54:54"
"رانی سروپ دئی","مل او دے سنگھ",5,"42 49 52 53","42:42 52:47 52:52 54:52 54:53"
"رانی سروپ دئی","وزیر اعظم",1,"6","7:6"
"رانی سروپ دئی","چند رسین",5,"24 42 52 53 54","22:27 42:43 52:52 54:52 54:55"
"رانی سروپ دئی","چندر رجوتی",1,"20","22:19"
"رانی سروپ دئی","چندو جی",1,"19","22:17"
"رانی سروپ دئی","ہمایوں بادشاہ",2,"21 22","22:21 22:22"
"رانی لا پھل دئی","رانی لاچھو دئی",1,"8","7:9"
"رانی لا پھل دئی","رانی لاڈا",1,"8","7:9"
"رانی لا پھل دئی","رانی نورنگ دئی",1,"8","7:10"
"رانی لا پھل دئی","رانی پارتی",1,"8","7:9"
"رانی لا پھل دئی","رانی پرماجی",1,"6","7:6"
"رانی لا پھل دئی","رانی ہیر اوئی",1,"8","7:9"
"رانی لا پھل دئی","راول جیسا میر",6,"4 5 6 9","7:2 7:3 7:4 7:5 7:6 7:11"
"رانی لا پھل دئی","راگھو جی جوتشی",3,"5 6","7:4 7:5 7:6"
"رانی لا پھل دئی","مار رام",1,"7","7:7"
"رانی لا پھل دئی","وزیر اعظم",1,"6","7:6"
"رانی لاچھو دئی","رانی لاڈا",2,"9","9:9 10:9"
"رانی لاچھو دئی","رانی نورنگ دئی",2,"9 10","9:10 10:10"
"رانی لاچھو دئی","رانی پارتی",2,"9","9:9 10:9"
"رانی لاچھو دئی","رانی پرماجی",1,"7","9:6"
"رانی لاچھو دئی","رانی ہیر اوئی",2,"9","9:9 10:9"
"رانی لاچھو دئی","راول جیسا میر",5,"6 7 10","9:4 9:5 9:6 9:11 10:11"
"رانی لاچھو دئی","راگھو جی جوتشی",5,"6 7 11","9:4 9:5 9:6 9:13 10:13"
"رانی لاچھو دئی","شیر شاہ سوری",2,"51 52","53:49 53:51"
"رانی لاچھو دئی","مار رام",9,"8 10 11 52 53 54 55","9:7 9:12 10:12 53:52 53:53 55:53 55:54 55:55 56:55"
"رانی لاچھو دئی","مل او دے سنگھ",3,"52 53 54","53:52 53:53 55:53"
"رانی لاچھو دئی","وزیر اعظم",1,"7","9:6"
"رانی لاچھو دئی","چند رسین",4,"52 54 55","53:52 53:55 55:55 56:55"
"رانی لاڈا","رانی نورنگ دئی",1,"9","9:10"
"رانی لاڈا","رانی پارتی",1,"9","9:9"
"رانی لاڈا","رانی پرماجی",1,"7","9:6"
"رانی لاڈا","رانی ہیر اوئی",1,"9","9:9"
"رانی لاڈا","راول جیسا میر",4,"6 7 10","9:4 9:5 9:6 9:11"
"رانی لاڈا","راگھو جی جوتشی",4,"6 7 11","9:4 9:5 9:6 9:13"
"رانی لاڈا","مار رام",2,"8 10","9:7 9:12"
"رانی لاڈا","وزیر اعظم",1,"7","9:6"
"رانی نورنگ دئی","رانی پارتی",1,"9","10:9"
"رانی نورنگ دئی","رانی پرماجی",1,"8","10:6"
"رانی نورنگ دئی","رانی ہیر اوئی",1,"9","10:9"
"رانی نورنگ دئی","راول جیسا میر",3,"7 8 10","10:5 10:6 10:11"
"رانی نورنگ دئی","راگھو جی جوتشی",3,"7 8 11","10:5 10:6 10:13"
"رانی نورنگ دئی","مار رام",2,"8 11","10:7 10:12"
"رانی نورنگ دئی","وزیر اعظم",1,"8","10:6"
"رانی پارتی","رانی پرماجی",1,"7","9:6"
"رانی پارتی","رانی ہیر اوئی",1,"9","9:9"
"رانی پارتی","راول جیسا میر",4,"6 7 10","9:4 9:5 9:6 9:11"
"رانی پارتی","راگھو جی جوتشی",4,"6 7 11","9:4 9:5 9:6 9:13"
"رانی پارتی","مار رام",2,"8 10","9:7 9:12"
"رانی پارتی","وزیر اعظم",1,"7","9:6"
"رانی پرماجی","رانی ہیر اوئی",1,"7","6:9"
"رانی پرماجی","راول جیسا میر",5,"4 5 6","6:2 6:3 6:4 6:5 6:6"
"رانی پرماجی","راگھو جی جوتشی",3,"5 6","6:4 6:5 6:6"
"رانی پرماجی","مار رام",1,"6","6:7"
"رانی پرماجی","وزیر اعظم",1,"6","6:6"
"رانی ہیر اوئی","راول جیسا میر",4,"6 7 10","9:4 9:5 9:6 9:11"
"رانی ہیر اوئی","راگھو جی جوتشی",4,"6 7 11","9:4 9:5 9:6 9:13"
"رانی ہیر اوئی","مار رام",2,"8 10","9:7 9:12"
"رانی ہیر اوئی","وزیر اعظم",1,"7","9:6"
"راول جیسا میر","راگھو جی جوتشی",16,"3 4 5 6 8 12 13 14 16 17","2:4 3:4 4:4 5:4 5:5 6:5 6:6 11:6 11:13 13:13 14:13 14:14 15:14 15:17 16:17 17:17"
"راول جیسا میر","شیر شاہ سوری",10,"18 19 22 23 29 30 42 47","16:21 17:21 23:21 23:22 23:23 31:28 31:29 31:30 45:40 45:49"
"راول جیسا میر","مار رام",18,"4 5 6 9 11 12 13 14 18 19 22 31 32 43","2:7 3:7 4:7 5:7 6:7 11:7 11:12 13:12 13:14 14:14 15:14 16:21 17:21 23:21 31:32 33:32 45:41 45:42"
"راول جیسا میر","مل او دے سنگھ",3,"43 44 46","45:42 45:43 45:47"
"راول جیسا میر","وزیر اعظم",6,"4 5 6 8","2:6 3:6 4:6 5:6 6:6 11:6"
"راول جیسا میر","چند رسین",3,"25 29 44","23:27 31:27 45:43"
"راول جیسا میر","چندر رجوتی",5,"16 17 18 21","14:19 15:19 16:19 17:19 23:19"
"راول جیسا میر","چندو جی",5,"15 16 17","13:17 14:17 15:17 16:17 17:17"
"راول جیسا میر","ہمایوں بادشاہ",7,"18 19 22 23 29 30","16:21 17:21 23:21 23:22 23:23 31:28 31:29"
"راگھو جی جوتشی","شیر شاہ سوری",1,"19","17:21"
"راگھو جی جوتشی","مار رام",8,"5 6 12 13 14 15 19","4:7 5:7 6:7 13:12 13:14 14:14 17:14 17:21"
"راگھو جی جوتشی","وزیر اعظم",3,"5 6","4:6 5:6 6:6"
"راگھو جی جوتشی","چندر رجوتی",2,"16 18","14:19 17:19"
"راگھو جی جوتشی","چندو جی",3,"15 17","13:17 14:17 17:17"
"راگھو جی جوتشی","ہمایوں بادشاہ",1,"19","17:21"
"شیر شاہ سوری","مار رام",8,"21 30 31 40 50 51","21:21 22:21 28:32 29:32 30:32 40:41 49:52 51:52"
"شیر شاہ سوری","مل او دے سنگھ",4,"41 48 50 51","40:42 49:47 49:52 51:52"
"شیر شاہ سوری","چند رسین",6,"24 25 27 41 50 51","22:27 23:27 28:27 40:43 49:52 51:52"
"شیر شاہ سوری","چندر رجوتی",1,"20","21:19"
"شیر شاہ سوری","چندو جی",1,"19","21:17"
"شیر شاہ سوری","ہمایوں بادشاہ",10,"21 22 23 25 28 29","21:21 22:21 22:22 23:22 23:23 28:23 28:28 29:28 29:29 30:29"
"مار رام","مل او دے سنگھ",7,"41 42 49 52 53","41:42 42:42 52:47 52:52 53:52 53:53 54:53"
"مار رام","وزیر اعظم",1,"6","7:6"
"مار رام","چند رسین",8,"29 42 52 54 55","32:27 41:43 42:43 52:52 53:52 53:55 54:55 55:55"
"مار رام","چندر رجوتی",2,"16 20","14:19 21:19"
"مار رام","چندو جی",3,"14 15 19","12:17 14:17 21:17"
"مار رام","ہمایوں بادشاہ",3,"21 30","21:21 32:28 32:29"
"مل او دے سنگھ","چند رسین",7,"42 43 45 49 52 54","42:43 43:43 47:43 47:52 52:52 53:52 53:55"
"چند رسین","ہمایوں بادشاہ",3,"24 25 27","27:22 27:23 27:28"
"چندر رجوتی","چندو جی",1,"18","19:17"
"چندر رجوتی","ہمایوں بادشاہ",1,"20","19:21"
"چندو جی","ہمایوں بادشاہ",1,"19","17:21"
